time-date stamp,Date,"ERCOT Load, MW","Total Wind Output, MW","Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",1-hr MW change,1-hr % change
07/19/2018 00:00:00,Jul-19,52762,11431,21725,21.7,52.6,970.8,9.28084912
07/19/2018 01:00:00,Jul-19,49626,12696,21725,25.6,58.4,1264.8,11.0650158
07/19/2018 02:00:00,Jul-19,47215,12398,21725,26.3,57.1,-298.0,-2.347443156
07/19/2018 03:00:00,Jul-19,45124,12144,21725,26.9,55.9,-253.5,-2.044682476
07/19/2018 04:00:00,Jul-19,43997,12202,21725,27.7,56.2,58.2,0.478849269
07/19/2018 05:00:00,Jul-19,44077,12342,21725,28.0,56.8,139.7,1.14500023
07/19/2018 06:00:00,Jul-19,45227,12327,21725,27.3,56.7,-14.6,-0.11828365
07/19/2018 07:00:00,Jul-19,45800,11418,21725,24.9,52.6,-909.4,-7.376937041
07/19/2018 08:00:00,Jul-19,47592,9976,21725,21.0,45.9,-1442.0,-12.62870548
07/19/2018 09:00:00,Jul-19,50698,8306,21725,16.4,38.2,-1669.8,-16.73795022
07/19/2018 10:00:00,Jul-19,54777,7444,21725,13.6,34.3,-862.4,-10.38230625
07/19/2018 11:00:00,Jul-19,59201,5937,21725,10.0,27.3,-1507.1,-20.24645581
07/19/2018 12:00:00,Jul-19,63344,4924,21725,7.8,22.7,-1013.0,-17.06354066
07/19/2018 13:00:00,Jul-19,67177,3695,21725,5.5,17.0,-1229.2,-24.9654151
07/19/2018 14:00:00,Jul-19,70461,3790,21725,5.4,17.4,95.7,2.591636244
07/19/2018 15:00:00,Jul-19,72223,3803,21725,5.3,17.5,12.5,0.328902153
07/19/2018 16:00:00,Jul-19,73138,4177,21725,5.7,19.2,374.2,9.84135638
07/19/2018 17:00:00,Jul-19,73287,4304,21725,5.9,19.8,126.6,3.030544619
07/19/2018 18:00:00,Jul-19,72926,4526,21725,6.2,20.8,222.4,5.166980647
07/19/2018 19:00:00,Jul-19,71610,5104,21725,7.1,23.5,578.4,12.77857151
07/19/2018 20:00:00,Jul-19,68542,6002,21725,8.8,27.6,897.6,17.58545876
07/19/2018 21:00:00,Jul-19,66236,7938,21725,12.0,36.5,1936.6,32.26641306
07/19/2018 22:00:00,Jul-19,62681,9504,21725,15.2,43.7,1565.4,19.7190412
07/19/2018 23:00:00,Jul-19,58202,11549,21725,19.8,53.2,2045.0,21.51759158
07/20/2018 00:00:00,Jul-20,54054,12471,21725,23.1,57.4,922.5,7.987924988
07/20/2018 01:00:00,Jul-20,50580,13099,21725,25.9,60.3,627.1,5.028513242
07/20/2018 02:00:00,Jul-20,47755,12960,21725,27.1,59.7,-138.3,-1.055512856
07/20/2018 03:00:00,Jul-20,45800,13189,21725,28.8,60.7,228.8,1.765474101
07/20/2018 04:00:00,Jul-20,44507,12716,21725,28.6,58.5,-473.2,-3.588042268
07/20/2018 05:00:00,Jul-20,44145,12859,21725,29.1,59.2,143.5,1.128680099
07/20/2018 06:00:00,Jul-20,45082,12024,21725,26.7,55.3,-835.7,-6.49883779
07/20/2018 07:00:00,Jul-20,45446,11603,21725,25.5,53.4,-420.4,-3.496185262
07/20/2018 08:00:00,Jul-20,47112,10031,21725,21.3,46.2,-1572.1,-13.54842272
07/20/2018 09:00:00,Jul-20,50368,8765,21725,17.4,40.3,-1266.2,-12.62239834
07/20/2018 10:00:00,Jul-20,54493,8618,21725,15.8,39.7,-147.1,-1.678817999
07/20/2018 11:00:00,Jul-20,58840,6632,21725,11.3,30.5,-1985.9,-23.04425138
07/20/2018 12:00:00,Jul-20,63049,5573,21725,8.8,25.7,-1059.0,-15.96777009
07/20/2018 13:00:00,Jul-20,66761,5713,21725,8.6,26.3,140.2,2.516396808
07/20/2018 14:00:00,Jul-20,69832,5411,21725,7.7,24.9,-302.6,-5.295985859
07/20/2018 15:00:00,Jul-20,71906,5296,21725,7.4,24.4,-114.4,-2.115170928
07/20/2018 16:00:00,Jul-20,72760,5304,21725,7.3,24.4,7.3,0.137664498
07/20/2018 17:00:00,Jul-20,72914,5724,21725,7.9,26.3,420.7,7.932023225
07/20/2018 18:00:00,Jul-20,72305,6514,21725,9.0,30.0,790.2,13.80379789
07/20/2018 19:00:00,Jul-20,70268,7109,21725,10.1,32.7,594.6,9.127815471
07/20/2018 20:00:00,Jul-20,66866,8199,21725,12.3,37.7,1090.4,15.33840918
07/20/2018 21:00:00,Jul-20,64675,9337,21725,14.4,43.0,1137.8,13.87661672
07/20/2018 22:00:00,Jul-20,61178,11395,21725,18.6,52.4,2057.4,22.03498142
07/20/2018 23:00:00,Jul-20,57172,12865,21725,22.5,59.2,1470.3,12.90325235
07/21/2018 00:00:00,Jul-21,53029,13062,21725,24.6,60.1,197.1,1.532311605
07/21/2018 01:00:00,Jul-21,49666,13451,21725,27.1,61.9,388.8,2.976871048
07/21/2018 02:00:00,Jul-21,46767,12761,21725,27.3,58.7,-690.3,-5.131686877
07/21/2018 03:00:00,Jul-21,44573,12312,21725,27.6,56.7,-448.3,-3.513505219
07/21/2018 04:00:00,Jul-21,43066,11332,21725,26.3,52.2,-979.8,-7.957552718
07/21/2018 05:00:00,Jul-21,42041,10488,21725,24.9,48.3,-844.6,-7.452518711
07/21/2018 06:00:00,Jul-21,41875,9512,21725,22.7,43.8,-975.5,-9.30076713
07/21/2018 07:00:00,Jul-21,41410,9155,21725,22.1,42.1,-357.0,-3.753265142
07/21/2018 08:00:00,Jul-21,43007,7836,21725,18.2,36.1,-1319.0,-14.40649908
07/21/2018 09:00:00,Jul-21,46820,6011,21725,12.8,27.7,-1825.2,-23.29102831
07/21/2018 10:00:00,Jul-21,51406,5794,21725,11.3,26.7,-216.8,-3.606798264
07/21/2018 11:00:00,Jul-21,56151,4538,21725,8.1,20.9,-1257.0,-21.69230109
07/21/2018 12:00:00,Jul-21,60429,3268,21725,5.4,15.0,-1269.6,-27.97949878
07/21/2018 13:00:00,Jul-21,63932,2818,21725,4.4,13.0,-450.4,-13.78157241
07/21/2018 14:00:00,Jul-21,66758,3310,21725,5.0,15.2,492.7,17.48565559
07/21/2018 15:00:00,Jul-21,69037,4265,21725,6.2,19.6,954.4,28.83067685
07/21/2018 16:00:00,Jul-21,70586,4778,21725,6.8,22.0,513.4,12.03833986
07/21/2018 17:00:00,Jul-21,71229,4990,21725,7.0,23.0,212.0,4.436868683
07/21/2018 18:00:00,Jul-21,70643,4813,21725,6.8,22.2,-176.8,-3.543963122
07/21/2018 19:00:00,Jul-21,68679,5070,21725,7.4,23.3,257.3,5.345110608
07/21/2018 20:00:00,Jul-21,65644,6012,21725,9.2,27.7,941.9,18.57718651
07/21/2018 21:00:00,Jul-21,63536,7312,21725,11.5,33.7,1299.7,21.61773743
07/21/2018 22:00:00,Jul-21,60249,9098,21725,15.1,41.9,1785.9,24.42339143
07/21/2018 23:00:00,Jul-21,56432,10867,21725,19.3,50.0,1769.2,19.44627398
07/22/2018 00:00:00,Jul-22,52584,11580,21725,22.0,53.3,713.1,6.561828408
07/22/2018 01:00:00,Jul-22,49435,11246,21725,22.7,51.8,-334.0,-2.884071697
07/22/2018 02:00:00,Jul-22,46682,10989,21725,23.5,50.6,-257.2,-2.286756997
07/22/2018 03:00:00,Jul-22,44597,10840,21725,24.3,49.9,-148.8,-1.35417996
07/22/2018 04:00:00,Jul-22,43037,10661,21725,24.8,49.1,-179.0,-1.651561362
07/22/2018 05:00:00,Jul-22,41979,10320,21725,24.6,47.5,-341.6,-3.204557997
07/22/2018 06:00:00,Jul-22,41552,9841,21725,23.7,45.3,-478.7,-4.63868917
07/22/2018 07:00:00,Jul-22,40551,8602,21725,21.2,39.6,-1238.5,-12.5851911
07/22/2018 08:00:00,Jul-22,42206,8427,21725,20.0,38.8,-175.6,-2.041757172
07/22/2018 09:00:00,Jul-22,45731,6235,21725,13.6,28.7,-2191.2,-26.0034646
07/22/2018 10:00:00,Jul-22,50492,5631,21725,11.2,25.9,-604.6,-9.696169022
07/22/2018 11:00:00,Jul-22,55259,3989,21725,7.2,18.4,-1641.6,-29.15407496
07/22/2018 12:00:00,Jul-22,59875,2321,21725,3.9,10.7,-1668.2,-41.81617714
07/22/2018 13:00:00,Jul-22,63474,2214,21725,3.5,10.2,-107.3,-4.623953639
07/22/2018 14:00:00,Jul-22,66843,2325,21725,3.5,10.7,111.3,5.028595149
07/22/2018 15:00:00,Jul-22,69181,2659,21725,3.8,12.2,334.3,14.37595631
07/22/2018 16:00:00,Jul-22,70529,2843,21725,4.0,13.1,184.0,6.917336595
07/22/2018 17:00:00,Jul-22,71376,3107,21725,4.4,14.3,263.3,9.259149066
07/22/2018 18:00:00,Jul-22,71388,3381,21725,4.7,15.6,274.1,8.823683584
07/22/2018 19:00:00,Jul-22,69920,4031,21725,5.8,18.6,650.6,19.24568827
07/22/2018 20:00:00,Jul-22,67402,4224,21725,6.3,19.4,193.0,4.788143777
07/22/2018 21:00:00,Jul-22,65328,5157,21725,7.9,23.7,932.6,22.07580908
07/22/2018 22:00:00,Jul-22,61902,7551,21725,12.2,34.8,2393.9,46.42203006
07/22/2018 23:00:00,Jul-22,57338,9248,21725,16.1,42.6,1697.3,22.47768483
07/23/2018 00:00:00,Jul-23,52962,9989,21725,18.9,46.0,741.2,8.014613206
07/23/2018 01:00:00,Jul-23,49343,9763,21725,19.8,44.9,-226.1,-2.263308246
07/23/2018 02:00:00,Jul-23,46955,10008,21725,21.3,46.1,245.3,2.512068471
07/23/2018 03:00:00,Jul-23,45277,10640,21725,23.5,49.0,631.3,6.307386032
07/23/2018 04:00:00,Jul-23,44204,9865,21725,22.3,45.4,-774.7,-7.281452123
07/23/2018 05:00:00,Jul-23,44284,8541,21725,19.3,39.3,-1324.5,-13.4263796
07/23/2018 06:00:00,Jul-23,45516,8164,21725,17.9,37.6,-376.9,-4.413439352
07/23/2018 07:00:00,Jul-23,46044,7182,21725,15.6,33.1,-981.4,-12.0217532
07/23/2018 08:00:00,Jul-23,47557,6055,21725,12.7,27.9,-1127.1,-15.69339669
07/23/2018 09:00:00,Jul-23,50883,5252,21725,10.3,24.2,-802.8,-13.25899634
07/23/2018 10:00:00,Jul-23,55131,4011,21725,7.3,18.5,-1241.0,-23.62773488
07/23/2018 11:00:00,Jul-23,59723,3299,21725,5.5,15.2,-712.3,-17.75759086
07/23/2018 12:00:00,Jul-23,63994,4040,21725,6.3,18.6,741.4,22.47480782
07/23/2018 13:00:00,Jul-23,67927,4726,21725,7.0,21.8,686.1,16.98159906
07/23/2018 14:00:00,Jul-23,71029,5065,21725,7.1,23.3,338.7,7.165374512
07/23/2018 15:00:00,Jul-23,72773,5482,21725,7.5,25.2,417.0,8.233124547
07/23/2018 16:00:00,Jul-23,73218,6314,21725,8.6,29.1,832.0,15.17683128
07/23/2018 17:00:00,Jul-23,72861,7697,21725,10.6,35.4,1383.0,21.90237945
07/23/2018 18:00:00,Jul-23,72231,8113,21725,11.2,37.3,416.2,5.407315706
07/23/2018 19:00:00,Jul-23,70231,9208,21725,13.1,42.4,1094.9,13.49542984
07/23/2018 20:00:00,Jul-23,67315,9763,21725,14.5,44.9,554.2,6.018992318
07/23/2018 21:00:00,Jul-23,65468,9185,21725,14.0,42.3,-577.7,-5.917033333
07/23/2018 22:00:00,Jul-23,62073,9801,21725,15.8,45.1,616.3,6.710341958
07/23/2018 23:00:00,Jul-23,57551,9451,21725,16.4,43.5,-350.4,-3.574880633
07/24/2018 00:00:00,Jul-24,53391,8956,21725,16.8,41.2,-494.6,-5.233622687
07/24/2018 01:00:00,Jul-24,49892,7619,21725,15.3,35.1,-1337.6,-14.93490357
07/24/2018 02:00:00,Jul-24,47285,6629,21725,14.0,30.5,-989.8,-12.99137681
07/24/2018 03:00:00,Jul-24,45388,5845,21725,12.9,26.9,-783.4,-11.81747636
07/24/2018 04:00:00,Jul-24,44533,5475,21725,12.3,25.2,-370.6,-6.339475614
07/24/2018 05:00:00,Jul-24,44432,4993,21725,11.2,23.0,-482.1,-8.804879215
07/24/2018 06:00:00,Jul-24,45473,4361,21725,9.6,20.1,-631.5,-12.64802649
07/24/2018 07:00:00,Jul-24,46633,4360,21725,9.4,20.1,-0.9,-0.019894629
07/24/2018 08:00:00,Jul-24,47897,3544,21725,7.4,16.3,-816.4,-18.72331691
07/24/2018 09:00:00,Jul-24,50347,3363,21725,6.7,15.5,-180.6,-5.094942477
07/24/2018 10:00:00,Jul-24,53951,2775,21725,5.1,12.8,-588.9,-17.50775285
07/24/2018 11:00:00,Jul-24,57765,3161,21725,5.5,14.5,386.1,13.91647297
07/24/2018 12:00:00,Jul-24,60791,2475,21725,4.1,11.4,-685.5,-21.68685987
07/24/2018 13:00:00,Jul-24,63789,2042,21725,3.2,9.4,-433.7,-17.52020637
07/24/2018 14:00:00,Jul-24,66648,2114,21725,3.2,9.7,71.9,3.522595562
07/24/2018 15:00:00,Jul-24,68736,2685,21725,3.9,12.4,571.9,27.0579584
07/24/2018 16:00:00,Jul-24,69924,2965,21725,4.2,13.6,280.0,10.42546828
07/24/2018 17:00:00,Jul-24,70240,3896,21725,5.5,17.9,930.9,31.3913133
07/24/2018 18:00:00,Jul-24,69465,4567,21725,6.6,21.0,671.2,17.22601925
07/24/2018 19:00:00,Jul-24,67351,4572,21725,6.8,21.0,4.8,0.105954196
07/24/2018 20:00:00,Jul-24,64262,4466,21725,6.9,20.6,-106.2,-2.322277782
07/24/2018 21:00:00,Jul-24,62504,4281,21725,6.8,19.7,-185.2,-4.147293127
07/24/2018 22:00:00,Jul-24,58842,4979,21725,8.5,22.9,698.1,16.30709771
07/24/2018 23:00:00,Jul-24,53948,4862,21725,9.0,22.4,-117.1,-2.352200693
07/25/2018 00:00:00,Jul-25,49850,4779,21584,9.6,22.1,-83.1,-1.710256841
07/25/2018 01:00:00,Jul-25,46488,4477,21584,9.6,20.7,-301.4,-6.306470806
07/25/2018 02:00:00,Jul-25,43973,3752,21584,8.5,17.4,-725.4,-16.2017794
07/25/2018 03:00:00,Jul-25,42143,3362,21584,8.0,15.6,-389.5,-10.38261674
07/25/2018 04:00:00,Jul-25,41078,3433,21584,8.4,15.9,70.3,2.091295793
07/25/2018 05:00:00,Jul-25,41043,3169,21584,7.7,14.7,-263.8,-7.683612661
07/25/2018 06:00:00,Jul-25,42387,3192,21584,7.5,14.8,23.2,0.730847355
07/25/2018 07:00:00,Jul-25,43099,3111,21584,7.2,14.4,-80.8,-2.530607138
07/25/2018 08:00:00,Jul-25,45076,2810,21584,6.2,13.0,-301.4,-9.686595692
07/25/2018 09:00:00,Jul-25,48675,2023,21584,4.2,9.4,-786.9,-28.0060832
07/25/2018 10:00:00,Jul-25,53008,2222,21584,4.2,10.3,198.6,9.81658207
07/25/2018 11:00:00,Jul-25,57270,2045,21584,3.6,9.5,-176.9,-7.964274026
07/25/2018 12:00:00,Jul-25,60945,1660,21584,2.7,7.7,-384.4,-18.79972221
07/25/2018 13:00:00,Jul-25,64152,1480,21584,2.3,6.9,-180.7,-10.88634059
07/25/2018 14:00:00,Jul-25,67167,1477,21584,2.2,6.8,-2.3,-0.155881951
07/25/2018 15:00:00,Jul-25,69009,1914,21584,2.8,8.9,437.3,29.60365174
07/25/2018 16:00:00,Jul-25,70319,2458,21584,3.5,11.4,543.4,28.38364693
07/25/2018 17:00:00,Jul-25,70570,2933,21584,4.2,13.6,474.6,19.30972995
07/25/2018 18:00:00,Jul-25,69759,3497,21584,5.0,16.2,564.7,19.25779666
07/25/2018 19:00:00,Jul-25,67800,4178,21584,6.2,19.4,681.0,19.47301852
07/25/2018 20:00:00,Jul-25,64673,5445,21584,8.4,25.2,1266.6,30.31343066
07/25/2018 21:00:00,Jul-25,62456,6096,21584,9.8,28.2,651.2,11.95931939
07/25/2018 22:00:00,Jul-25,58608,7631,21584,13.0,35.4,1534.9,25.1779545
07/25/2018 23:00:00,Jul-25,53789,8794,21584,16.3,40.7,1163.5,15.24703814
07/26/2018 00:00:00,Jul-26,49424,9769,21582,19.8,45.3,975.0,11.08608791
07/26/2018 01:00:00,Jul-26,45983,9820,21582,21.4,45.5,50.6,0.518054642
07/26/2018 02:00:00,Jul-26,43281,8956,21582,20.7,41.5,-864.2,-8.800443057
07/26/2018 03:00:00,Jul-26,41481,8465,21582,20.4,39.2,-491.1,-5.483193738
07/26/2018 04:00:00,Jul-26,40267,8239,21582,20.5,38.2,-225.9,-2.669185102
07/26/2018 05:00:00,Jul-26,40223,8137,21582,20.2,37.7,-101.5,-1.23241945
07/26/2018 06:00:00,Jul-26,41464,7056,21582,17.0,32.7,-1081.0,-13.28523202
07/26/2018 07:00:00,Jul-26,42190,5923,21582,14.0,27.4,-1132.8,-16.05363344
07/26/2018 08:00:00,Jul-26,44011,5606,21582,12.7,26.0,-317.0,-5.351619263
07/26/2018 09:00:00,Jul-26,47379,3607,21582,7.6,16.7,-1999.7,-35.668093
07/26/2018 10:00:00,Jul-26,51795,2617,21582,5.1,12.1,-989.5,-27.43436543
07/26/2018 11:00:00,Jul-26,56197,1723,21582,3.1,8.0,-894.4,-34.17516882
07/26/2018 12:00:00,Jul-26,60441,1835,21582,3.0,8.5,112.1,6.505224151
07/26/2018 13:00:00,Jul-26,64177,1491,21582,2.3,6.9,-343.9,-18.74113754
07/26/2018 14:00:00,Jul-26,67035,1957,21582,2.9,9.1,466.1,31.26444233
07/26/2018 15:00:00,Jul-26,69309,1918,21582,2.8,8.9,-38.9,-1.985240849
07/26/2018 16:00:00,Jul-26,70510,2259,21582,3.2,10.5,340.9,17.77212298
07/26/2018 17:00:00,Jul-26,70677,2924,21582,4.1,13.5,664.3,29.40582491
07/26/2018 18:00:00,Jul-26,69742,3380,21582,4.8,15.7,456.0,15.59883869
07/26/2018 19:00:00,Jul-26,67500,4232,21582,6.3,19.6,852.5,25.22395073
07/26/2018 20:00:00,Jul-26,64505,3749,21582,5.8,17.4,-483.3,-11.4197132
07/26/2018 21:00:00,Jul-26,62359,3663,21582,5.9,17.0,-85.7,-2.285070318
07/26/2018 22:00:00,Jul-26,58775,3710,21582,6.3,17.2,46.7,1.27363272
07/26/2018 23:00:00,Jul-26,54314,3984,21582,7.3,18.5,274.6,7.402408209
07/27/2018 00:00:00,Jul-27,50205,3875,21582,7.7,18.0,-109.4,-2.745396918
07/27/2018 01:00:00,Jul-27,46993,3856,21582,8.2,17.9,-19.1,-0.492496684
07/27/2018 02:00:00,Jul-27,44353,3879,21582,8.7,18.0,23.5,0.609993381
07/27/2018 03:00:00,Jul-27,42731,3609,21582,8.4,16.7,-270.3,-6.967364412
07/27/2018 04:00:00,Jul-27,41742,4515,21582,10.8,20.9,905.8,25.09711427
07/27/2018 05:00:00,Jul-27,41531,3886,21582,9.4,18.0,-628.9,-13.93053338
07/27/2018 06:00:00,Jul-27,42567,3052,21582,7.2,14.1,-833.8,-21.45709529
07/27/2018 07:00:00,Jul-27,43246,2543,21582,5.9,11.8,-509.3,-16.68556443
07/27/2018 08:00:00,Jul-27,44681,1531,21582,3.4,7.1,-1012.3,-39.81081145
07/27/2018 09:00:00,Jul-27,47742,1047,21582,2.2,4.8,-483.9,-31.61984812
07/27/2018 10:00:00,Jul-27,51626,1048,21582,2.0,4.9,1.4,0.134600193
07/27/2018 11:00:00,Jul-27,55474,1176,21582,2.1,5.5,128.3,12.23956122
07/27/2018 12:00:00,Jul-27,58950,1081,21582,1.8,5.0,-95.0,-8.07825564
07/27/2018 13:00:00,Jul-27,62251,1084,21582,1.7,5.0,2.9,0.263789359
07/27/2018 14:00:00,Jul-27,64859,1240,21582,1.9,5.7,156.1,14.39528439
07/27/2018 15:00:00,Jul-27,66748,1581,21582,2.4,7.3,340.4,27.44603946
07/27/2018 16:00:00,Jul-27,67439,2017,21582,3.0,9.3,436.2,27.60051238
07/27/2018 17:00:00,Jul-27,67096,2348,21582,3.5,10.9,331.1,16.4159018
07/27/2018 18:00:00,Jul-27,65599,3265,21582,5.0,15.1,917.2,39.06835738
07/27/2018 19:00:00,Jul-27,63578,4302,21582,6.8,19.9,1036.6,31.74970255
07/27/2018 20:00:00,Jul-27,60973,4334,21582,7.1,20.1,32.3,0.750702961
07/27/2018 21:00:00,Jul-27,59662,4556,21582,7.6,21.1,221.9,5.119573971
07/27/2018 22:00:00,Jul-27,56361,4439,21582,7.9,20.6,-116.5,-2.556753572
07/27/2018 23:00:00,Jul-27,52942,4698,21582,8.9,21.8,258.3,5.817956042
07/28/2018 00:00:00,Jul-28,49254,4912,21582,10.0,22.8,214.2,4.558764207
07/28/2018 01:00:00,Jul-28,46701,5411,21582,11.6,25.1,499.1,10.16080248
07/28/2018 02:00:00,Jul-28,44546,5768,21582,12.9,26.7,357.0,6.597097515
07/28/2018 03:00:00,Jul-28,42847,5966,21582,13.9,27.6,197.8,3.429524406
07/28/2018 04:00:00,Jul-28,41545,5479,21582,13.2,25.4,-486.8,-8.160436861
07/28/2018 05:00:00,Jul-28,41048,5746,21582,14.0,26.6,267.0,4.873182121
07/28/2018 06:00:00,Jul-28,41265,5865,21582,14.2,27.2,119.6,2.080891934
07/28/2018 07:00:00,Jul-28,40773,6235,21582,15.3,28.9,369.9,6.306764918
07/28/2018 08:00:00,Jul-28,42501,4440,21582,10.4,20.6,-1795.1,-28.7895979
07/28/2018 09:00:00,Jul-28,45853,3138,21582,6.8,14.5,-1302.1,-29.32560272
07/28/2018 10:00:00,Jul-28,49810,3121,21582,6.3,14.5,-17.3,-0.550288899
07/28/2018 11:00:00,Jul-28,54082,3192,21582,5.9,14.8,71.1,2.279721002
07/28/2018 12:00:00,Jul-28,58164,2813,21582,4.8,13.0,-379.4,-11.88484059
07/28/2018 13:00:00,Jul-28,61725,2487,21582,4.0,11.5,-325.8,-11.58260083
07/28/2018 14:00:00,Jul-28,64185,2427,21582,3.8,11.2,-59.7,-2.399600867
07/28/2018 15:00:00,Jul-28,66188,2534,21582,3.8,11.7,107.1,4.411141658
07/28/2018 16:00:00,Jul-28,67302,3025,21582,4.5,14.0,491.0,19.37348124
07/28/2018 17:00:00,Jul-28,67781,3188,21582,4.7,14.8,163.2,5.395173198
07/28/2018 18:00:00,Jul-28,67135,3344,21582,5.0,15.5,155.5,4.878116387
07/28/2018 19:00:00,Jul-28,65577,4073,21582,6.2,18.9,729.1,21.80492628
07/28/2018 20:00:00,Jul-28,62553,4550,21582,7.3,21.1,477.3,11.71726021
07/28/2018 21:00:00,Jul-28,60935,5210,21582,8.5,24.1,659.2,14.48757942
07/28/2018 22:00:00,Jul-28,57869,7343,21582,12.7,34.0,2133.6,40.95477038
07/28/2018 23:00:00,Jul-28,54522,9327,21582,17.1,43.2,1983.8,27.0153667
07/29/2018 00:00:00,Jul-29,50932,11358,21582,22.3,52.6,2031.0,21.77592513
07/29/2018 01:00:00,Jul-29,48133,11853,21582,24.6,54.9,494.9,4.357075731
07/29/2018 02:00:00,Jul-29,45748,11560,21582,25.3,53.6,-293.2,-2.473494681
07/29/2018 03:00:00,Jul-29,43826,11138,21582,25.4,51.6,-421.9,-3.650059905
07/29/2018 04:00:00,Jul-29,42451,10631,21582,25.0,49.3,-506.4,-4.546591207
07/29/2018 05:00:00,Jul-29,41483,10716,21582,25.8,49.7,84.9,0.79885421
07/29/2018 06:00:00,Jul-29,41205,11127,21582,27.0,51.6,410.8,3.833658634
07/29/2018 07:00:00,Jul-29,40506,10552,21582,26.1,48.9,-574.7,-5.164919303
07/29/2018 08:00:00,Jul-29,41984,8736,21582,20.8,40.5,-1816.8,-17.21732606
07/29/2018 09:00:00,Jul-29,45620,7470,21582,16.4,34.6,-1265.4,-14.48568626
07/29/2018 10:00:00,Jul-29,50176,6978,21582,13.9,32.3,-491.8,-6.58302319
07/29/2018 11:00:00,Jul-29,54611,5320,21582,9.7,24.6,-1658.6,-23.76734547
07/29/2018 12:00:00,Jul-29,57922,3302,21582,5.7,15.3,-2017.6,-37.92599133
07/29/2018 13:00:00,Jul-29,60734,2103,21582,3.5,9.7,-1199.4,-36.32149014
07/29/2018 14:00:00,Jul-29,63730,2239,21582,3.5,10.4,136.4,6.487321987
07/29/2018 15:00:00,Jul-29,66373,2760,21582,4.2,12.8,520.4,23.23950388
07/29/2018 16:00:00,Jul-29,68127,2612,21582,3.8,12.1,-147.2,-5.335705855
07/29/2018 17:00:00,Jul-29,68894,2684,21582,3.9,12.4,71.9,2.752754343
07/29/2018 18:00:00,Jul-29,68746,3165,21582,4.6,14.7,481.2,17.92776038
07/29/2018 19:00:00,Jul-29,67697,4573,21582,6.8,21.2,1407.1,44.45175339
07/29/2018 20:00:00,Jul-29,65015,5347,21582,8.2,24.8,774.5,16.93707039
07/29/2018 21:00:00,Jul-29,63683,6834,21582,10.7,31.7,1487.2,27.81245254
07/29/2018 22:00:00,Jul-29,60449,8221,21582,13.6,38.1,1387.2,20.29836041
07/29/2018 23:00:00,Jul-29,56269,9020,21582,16.0,41.8,798.3,9.709878288
07/30/2018 00:00:00,Jul-30,52287,10279,21582,19.7,47.6,1258.8,13.95595389
07/30/2018 01:00:00,Jul-30,48709,10858,21582,22.3,50.3,579.5,5.637679884
07/30/2018 02:00:00,Jul-30,46404,11955,21582,25.8,55.4,1097.2,10.10463266
07/30/2018 03:00:00,Jul-30,44597,11614,21582,26.0,53.8,-341.5,-2.856158433
07/30/2018 04:00:00,Jul-30,43692,11388,21582,26.1,52.8,-226.0,-1.946192098
07/30/2018 05:00:00,Jul-30,43817,10060,21582,23.0,46.6,-1327.7,-11.65900466
07/30/2018 06:00:00,Jul-30,45151,10280,21582,22.8,47.6,219.8,2.184586301
07/30/2018 07:00:00,Jul-30,46125,10139,21582,22.0,47.0,-140.8,-1.369630203
07/30/2018 08:00:00,Jul-30,46904,7781,21582,16.6,36.1,-2358.4,-23.2608386
07/30/2018 09:00:00,Jul-30,48926,8587,21582,17.6,39.8,806.7,10.36842706
07/30/2018 10:00:00,Jul-30,51519,7256,21582,14.1,33.6,-1331.1,-15.50026742
07/30/2018 11:00:00,Jul-30,54212,5109,21582,9.4,23.7,-2146.8,-29.5850143
07/30/2018 12:00:00,Jul-30,56720,4396,21582,7.7,20.4,-713.7,-13.96762337
07/30/2018 13:00:00,Jul-30,58512,4563,21582,7.8,21.1,167.0,3.799886078
07/30/2018 14:00:00,Jul-30,60902,4480,21582,7.4,20.8,-82.4,-1.806820785
07/30/2018 15:00:00,Jul-30,63262,4669,21582,7.4,21.6,188.2,4.199486936
07/30/2018 16:00:00,Jul-30,65408,4346,21582,6.6,20.1,-322.7,-6.911581582
07/30/2018 17:00:00,Jul-30,66328,4314,21582,6.5,20.0,-32.2,-0.739913226
07/30/2018 18:00:00,Jul-30,65906,4915,21582,7.5,22.8,601.3,13.93902528
07/30/2018 19:00:00,Jul-30,63966,7358,21582,11.5,34.1,2443.2,49.70909873
07/30/2018 20:00:00,Jul-30,61133,7337,21582,12.0,34.0,-21.3,-0.28954213
07/30/2018 21:00:00,Jul-30,59957,7277,21582,12.1,33.7,-59.8,-0.815558502
07/30/2018 22:00:00,Jul-30,56772,7200,21582,12.7,33.4,-77.3,-1.062302513
07/30/2018 23:00:00,Jul-30,52568,6618,21582,12.6,30.7,-581.9,-8.082647617
07/31/2018 00:00:00,Jul-31,48554,5995,21582,12.3,27.8,-622.8,-9.411181304
07/31/2018 01:00:00,Jul-31,45775,5903,21582,12.9,27.4,-91.8,-1.531818418
07/31/2018 02:00:00,Jul-31,43483,5244,21582,12.1,24.3,-659.4,-11.17052691
07/31/2018 03:00:00,Jul-31,41945,4158,21582,9.9,19.3,-1086.2,-20.71400989
07/31/2018 04:00:00,Jul-31,41223,2590,21582,6.3,12.0,-1567.9,-37.71176682
07/31/2018 05:00:00,Jul-31,41426,1890,21582,4.6,8.8,-699.4,-27.00574347
