time-date stamp,Date,"ERCOT Load, MW","Total Wind Output, MW","Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",1-hr MW change,1-hr % change
04/03/2018 11:00:00,Apr-03,41039,12817,21412,31.2,59.9,995.9,8.424305759
04/03/2018 12:00:00,Apr-03,42120,14581,21412,34.6,68.1,1763.6,13.75945278
04/03/2018 13:00:00,Apr-03,43076,14667,21412,34.1,68.5,86.8,0.595388155
04/03/2018 14:00:00,Apr-03,43498,13850,21412,31.8,64.7,-817.9,-5.576520536
04/03/2018 15:00:00,Apr-03,43840,14069,21412,32.1,65.7,219.8,1.586730885
04/03/2018 16:00:00,Apr-03,43993,13713,21412,31.2,64.0,-356.1,-2.530770728
04/03/2018 17:00:00,Apr-03,43991,13276,21412,30.2,62.0,-437.4,-3.189352664
04/03/2018 18:00:00,Apr-03,43249,11554,21412,26.7,54.0,-1721.4,-12.96668179
04/03/2018 19:00:00,Apr-03,42396,12876,21412,30.4,60.1,1322.0,11.44155202
04/03/2018 20:00:00,Apr-03,42585,12481,21412,29.3,58.3,-395.9,-3.074619725
04/03/2018 21:00:00,Apr-03,42206,13004,21412,30.8,60.7,523.0,4.19083158
04/03/2018 22:00:00,Apr-03,39511,13011,21412,32.9,60.8,7.7,0.059381228
04/03/2018 23:00:00,Apr-03,35718,11842,21412,33.2,55.3,-1169.6,-8.988916854
04/04/2018 00:00:00,Apr-04,32587,11040,21412,33.9,51.6,-802.0,-6.772369171
04/04/2018 01:00:00,Apr-04,30697,10885,21412,35.5,50.8,-154.6,-1.400443196
04/04/2018 02:00:00,Apr-04,29445,9942,21412,33.8,46.4,-942.9,-8.662238746
04/04/2018 03:00:00,Apr-04,28868,9216,21412,31.9,43.0,-725.9,-7.301315488
04/04/2018 04:00:00,Apr-04,28887,8856,21412,30.7,41.4,-360.6,-3.912359668
04/04/2018 05:00:00,Apr-04,29838,8582,21412,28.8,40.1,-273.9,-3.093072492
04/04/2018 06:00:00,Apr-04,32936,9175,21412,27.9,42.9,593.4,6.914750527
04/04/2018 07:00:00,Apr-04,36900,9939,21412,26.9,46.4,763.5,8.321090722
04/04/2018 08:00:00,Apr-04,36498,8663,21412,23.7,40.5,-1276.1,-12.83997827
04/04/2018 09:00:00,Apr-04,36431,7167,21412,19.7,33.5,-1496.0,-17.26974743
04/04/2018 10:00:00,Apr-04,36550,8001,21412,21.9,37.4,834.8,11.6481705
04/04/2018 11:00:00,Apr-04,36224,8316,21412,23.0,38.8,314.7,3.933168701
04/04/2018 12:00:00,Apr-04,35867,8754,21412,24.4,40.9,437.9,5.266164118
04/04/2018 13:00:00,Apr-04,35739,8849,21412,24.8,41.3,95.2,1.087736928
04/04/2018 14:00:00,Apr-04,35574,8362,21412,23.5,39.1,-486.8,-5.501597838
04/04/2018 15:00:00,Apr-04,35412,7861,21412,22.2,36.7,-501.1,-5.992516952
04/04/2018 16:00:00,Apr-04,35835,7941,21412,22.2,37.1,79.8,1.014969857
04/04/2018 17:00:00,Apr-04,36128,8117,21412,22.5,37.9,176.4,2.22180055
04/04/2018 18:00:00,Apr-04,36346,8444,21412,23.2,39.4,326.9,4.026566841
04/04/2018 19:00:00,Apr-04,36185,9338,21412,25.8,43.6,893.6,10.58193703
04/04/2018 20:00:00,Apr-04,37218,8828,21412,23.7,41.2,-509.7,-5.458385449
04/04/2018 21:00:00,Apr-04,37624,10404,21412,27.7,48.6,1575.5,17.84561842
04/04/2018 22:00:00,Apr-04,35890,11625,21412,32.4,54.3,1221.2,11.73835134
04/04/2018 23:00:00,Apr-04,33287,12381,21412,37.2,57.8,756.4,6.506422265
04/05/2018 00:00:00,Apr-05,30834,10491,21412,34.0,49.0,-1890.0,-15.26506698
04/05/2018 01:00:00,Apr-05,29662,12119,21412,40.9,56.6,1628.2,15.51920688
04/05/2018 02:00:00,Apr-05,29026,12102,21412,41.7,56.5,-17.0,-0.139964554
04/05/2018 03:00:00,Apr-05,28839,12000,21412,41.6,56.0,-102.1,-0.843643324
04/05/2018 04:00:00,Apr-05,28985,12088,21412,41.7,56.5,87.3,0.727615224
04/05/2018 05:00:00,Apr-05,29987,11980,21412,39.9,55.9,-107.9,-0.892866448
04/05/2018 06:00:00,Apr-05,32751,12226,21412,37.3,57.1,246.3,2.055862851
04/05/2018 07:00:00,Apr-05,36484,12537,21412,34.4,58.5,310.5,2.539423438
04/05/2018 08:00:00,Apr-05,36121,12088,21412,33.5,56.5,-448.5,-3.57773994
04/05/2018 09:00:00,Apr-05,36272,10796,21412,29.8,50.4,-1292.4,-10.69126174
04/05/2018 10:00:00,Apr-05,36732,10392,21412,28.3,48.5,-403.5,-3.737192344
04/05/2018 11:00:00,Apr-05,37061,9276,21412,25.0,43.3,-1116.1,-10.73938269
04/05/2018 12:00:00,Apr-05,37009,8205,21412,22.2,38.3,-1071.2,-11.54756315
04/05/2018 13:00:00,Apr-05,37357,7352,21412,19.7,34.3,-853.1,-10.39780801
04/05/2018 14:00:00,Apr-05,37633,6077,21412,16.1,28.4,-1274.9,-17.34073372
04/05/2018 15:00:00,Apr-05,37930,5667,21412,14.9,26.5,-410.1,-6.748222103
04/05/2018 16:00:00,Apr-05,38293,5231,21412,13.7,24.4,-436.3,-7.699935213
04/05/2018 17:00:00,Apr-05,38714,5230,21412,13.5,24.4,-0.3,-0.005013017
04/05/2018 18:00:00,Apr-05,38780,5947,21412,15.3,27.8,716.7,13.703559
04/05/2018 19:00:00,Apr-05,38439,6258,21412,16.3,29.2,310.5,5.221708843
04/05/2018 20:00:00,Apr-05,39423,7306,21412,18.5,34.1,1048.9,16.76222475
04/05/2018 21:00:00,Apr-05,39931,9608,21412,24.1,44.9,2301.9,31.50528424
04/05/2018 22:00:00,Apr-05,38215,10963,21412,28.7,51.2,1355.1,14.10360262
04/05/2018 23:00:00,Apr-05,35355,11931,21412,33.7,55.7,967.0,8.820562976
04/06/2018 00:00:00,Apr-06,32826,12869,21412,39.2,60.1,938.6,7.866924268
04/06/2018 01:00:00,Apr-06,31309,13355,21412,42.7,62.4,485.7,3.77438112
04/06/2018 02:00:00,Apr-06,30273,13218,21412,43.7,61.7,-137.1,-1.026784993
04/06/2018 03:00:00,Apr-06,29782,12704,21412,42.7,59.3,-513.5,-3.884804096
04/06/2018 04:00:00,Apr-06,29723,11753,21412,39.5,54.9,-950.9,-7.484614408
04/06/2018 05:00:00,Apr-06,30533,11105,21412,36.4,51.9,-648.5,-5.517594877
04/06/2018 06:00:00,Apr-06,33173,10789,21412,32.5,50.4,-316.0,-2.845380959
04/06/2018 07:00:00,Apr-06,36879,10659,21412,28.9,49.8,-129.5,-1.200113978
04/06/2018 08:00:00,Apr-06,36916,9947,21412,26.9,46.5,-711.9,-6.678751957
04/06/2018 09:00:00,Apr-06,37836,9310,21412,24.6,43.5,-637.4,-6.407934893
04/06/2018 10:00:00,Apr-06,39095,10441,21412,26.7,48.8,1131.2,12.1508277
04/06/2018 11:00:00,Apr-06,40486,9978,21412,24.6,46.6,-463.4,-4.438353628
04/06/2018 12:00:00,Apr-06,41540,8848,21412,21.3,41.3,-1130.3,-11.32802151
04/06/2018 13:00:00,Apr-06,42496,7613,21412,17.9,35.6,-1234.1,-13.94870432
04/06/2018 14:00:00,Apr-06,43674,8415,21412,19.3,39.3,801.8,10.53163115
04/06/2018 15:00:00,Apr-06,44261,8822,21412,19.9,41.2,407.1,4.83758702
04/06/2018 16:00:00,Apr-06,44852,8928,21412,19.9,41.7,105.7,1.197983727
04/06/2018 17:00:00,Apr-06,45113,10800,21412,23.9,50.4,1872.3,20.97128924
04/06/2018 18:00:00,Apr-06,44340,13527,21412,30.5,63.2,2727.0,25.24871184
04/06/2018 19:00:00,Apr-06,42893,14947,21412,34.8,69.8,1419.3,10.49196617
04/06/2018 20:00:00,Apr-06,42655,15701,21412,36.8,73.3,754.4,5.047174727
04/06/2018 21:00:00,Apr-06,41884,16076,21412,38.4,75.1,375.4,2.390815124
04/06/2018 22:00:00,Apr-06,39981,16336,21412,40.9,76.3,259.4,1.613586217
04/06/2018 23:00:00,Apr-06,37310,15891,21412,42.6,74.2,-444.6,-2.721438416
04/07/2018 00:00:00,Apr-07,34622,14858,21412,42.9,69.4,-1032.9,-6.50002793
04/07/2018 01:00:00,Apr-07,32748,14260,21412,43.5,66.6,-597.9,-4.023849543
04/07/2018 02:00:00,Apr-07,31410,14366,21412,45.7,67.1,106.0,0.743001668
04/07/2018 03:00:00,Apr-07,30644,13863,21412,45.2,64.7,-502.9,-3.500683189
04/07/2018 04:00:00,Apr-07,30371,13466,21412,44.3,62.9,-397.4,-2.866668367
04/07/2018 05:00:00,Apr-07,30400,12556,21412,41.3,58.6,-909.7,-6.755818989
04/07/2018 06:00:00,Apr-07,31445,12087,21412,38.4,56.5,-469.0,-3.735142583
04/07/2018 07:00:00,Apr-07,33248,11181,21412,33.6,52.2,-906.1,-7.496664885
04/07/2018 08:00:00,Apr-07,35079,10391,21412,29.6,48.5,-789.9,-7.06412939
04/07/2018 09:00:00,Apr-07,37057,10490,21412,28.3,49.0,99.1,0.953265607
04/07/2018 10:00:00,Apr-07,38837,10407,21412,26.8,48.6,-83.0,-0.791128753
04/07/2018 11:00:00,Apr-07,39669,9750,21412,24.6,45.5,-657.8,-6.320197096
04/07/2018 12:00:00,Apr-07,39568,8871,21412,22.4,41.4,-878.3,-9.00821789
04/07/2018 13:00:00,Apr-07,39656,8140,21412,20.5,38.0,-731.7,-8.247865727
04/07/2018 14:00:00,Apr-07,39062,7552,21412,19.3,35.3,-587.5,-7.217901412
04/07/2018 15:00:00,Apr-07,38331,6604,21412,17.2,30.8,-948.3,-12.55676371
04/07/2018 16:00:00,Apr-07,37800,5905,21412,15.6,27.6,-699.0,-10.58442656
04/07/2018 17:00:00,Apr-07,37539,4715,21412,12.6,22.0,-1189.3,-20.14187239
04/07/2018 18:00:00,Apr-07,37604,4183,21412,11.1,19.5,-532.1,-11.28472229
04/07/2018 19:00:00,Apr-07,37701,3642,21412,9.7,17.0,-541.2,-12.93750035
04/07/2018 20:00:00,Apr-07,39089,3826,21412,9.8,17.9,183.6,5.040500135
04/07/2018 21:00:00,Apr-07,39409,4429,21412,11.2,20.7,603.6,15.77616715
04/07/2018 22:00:00,Apr-07,38377,4895,21412,12.8,22.9,465.9,10.5193005
04/07/2018 23:00:00,Apr-07,36852,5346,21412,14.5,25.0,451.1,9.215654219
04/08/2018 00:00:00,Apr-08,35115,5426,21412,15.5,25.3,80.0,1.495713147
04/08/2018 01:00:00,Apr-08,33897,5495,21412,16.2,25.7,68.6,1.2649529
04/08/2018 02:00:00,Apr-08,33329,5322,21412,16.0,24.9,-172.5,-3.139944891
04/08/2018 03:00:00,Apr-08,32943,5600,21412,17.0,26.2,277.6,5.215444485
04/08/2018 04:00:00,Apr-08,32967,5081,21412,15.4,23.7,-518.5,-9.258920982
04/08/2018 05:00:00,Apr-08,33127,4567,21412,13.8,21.3,-514.5,-10.12511709
04/08/2018 06:00:00,Apr-08,33996,4940,21412,14.5,23.1,372.5,8.157020787
04/08/2018 07:00:00,Apr-08,35018,4148,21412,11.8,19.4,-792.0,-16.03296045
04/08/2018 08:00:00,Apr-08,36028,4248,21412,11.8,19.8,100.4,2.420319538
04/08/2018 09:00:00,Apr-08,37327,5104,21412,13.7,23.8,856.1,20.1540243
04/08/2018 10:00:00,Apr-08,37935,6447,21412,17.0,30.1,1342.8,26.30757891
04/08/2018 11:00:00,Apr-08,37382,5355,21412,14.3,25.0,-1092.3,-16.94258489
04/08/2018 12:00:00,Apr-08,36724,4886,21412,13.3,22.8,-468.2,-8.743613088
04/08/2018 13:00:00,Apr-08,35761,4071,21412,11.4,19.0,-815.8,-16.69450791
04/08/2018 14:00:00,Apr-08,34965,3946,21412,11.3,18.4,-124.8,-3.066365723
04/08/2018 15:00:00,Apr-08,34284,4425,21412,12.9,20.7,479.5,12.15199353
04/08/2018 16:00:00,Apr-08,33942,4219,21412,12.4,19.7,-206.0,-4.655659462
04/08/2018 17:00:00,Apr-08,33816,4999,21412,14.8,23.3,780.0,18.48721631
04/08/2018 18:00:00,Apr-08,34447,6803,21412,19.7,31.8,1803.9,36.08330915
04/08/2018 19:00:00,Apr-08,34846,8703,21412,25.0,40.6,1900.1,27.92884351
04/08/2018 20:00:00,Apr-08,36447,10867,21412,29.8,50.8,2163.6,24.85977598
04/08/2018 21:00:00,Apr-08,37094,11508,21412,31.0,53.7,641.3,5.901841645
04/08/2018 22:00:00,Apr-08,35676,11774,21412,33.0,55.0,265.5,2.307115994
04/08/2018 23:00:00,Apr-08,33013,10376,21412,31.4,48.5,-1397.6,-11.87082242
04/09/2018 00:00:00,Apr-09,30858,9031,21412,29.3,42.2,-1345.3,-12.96563587
04/09/2018 01:00:00,Apr-09,29680,7421,21412,25.0,34.7,-1609.4,-17.82084513
04/09/2018 02:00:00,Apr-09,28953,5474,21412,18.9,25.6,-1947.5,-26.24154192
04/09/2018 03:00:00,Apr-09,28885,4121,21412,14.3,19.2,-1353.0,-24.71785211
04/09/2018 04:00:00,Apr-09,29170,3451,21412,11.8,16.1,-670.0,-16.25795596
04/09/2018 05:00:00,Apr-09,30504,2684,21412,8.8,12.5,-766.5,-22.21258104
04/09/2018 06:00:00,Apr-09,33608,2455,21412,7.3,11.5,-229.2,-8.537223337
04/09/2018 07:00:00,Apr-09,37498,2342,21412,6.2,10.9,-113.4,-4.620038763
04/09/2018 08:00:00,Apr-09,37216,2354,21412,6.3,11.0,12.0,0.511127956
04/09/2018 09:00:00,Apr-09,37104,1788,21412,4.8,8.4,-565.5,-24.02371136
04/09/2018 10:00:00,Apr-09,37198,2028,21412,5.5,9.5,240.1,13.42410943
04/09/2018 11:00:00,Apr-09,36997,2547,21412,6.9,11.9,518.9,25.58203832
04/09/2018 12:00:00,Apr-09,36728,2680,21412,7.3,12.5,132.9,5.216159572
04/09/2018 13:00:00,Apr-09,36507,2765,21412,7.6,12.9,84.8,3.164091579
04/09/2018 14:00:00,Apr-09,36415,3237,21412,8.9,15.1,472.2,17.07779203
04/09/2018 15:00:00,Apr-09,36356,4394,21412,12.1,20.5,1156.7,35.73205563
04/09/2018 16:00:00,Apr-09,36410,5751,21412,15.8,26.9,1357.2,30.88796631
04/09/2018 17:00:00,Apr-09,36462,6782,21412,18.6,31.7,1030.9,17.92654847
04/09/2018 18:00:00,Apr-09,36596,8043,21412,22.0,37.6,1261.2,18.59695358
04/09/2018 19:00:00,Apr-09,36556,8787,21412,24.0,41.0,743.8,9.247841646
04/09/2018 20:00:00,Apr-09,37742,8637,21412,22.9,40.3,-150.3,-1.711006565
04/09/2018 21:00:00,Apr-09,37747,9055,21412,24.0,42.3,418.5,4.846169937
04/09/2018 22:00:00,Apr-09,35580,9998,21412,28.1,46.7,942.7,10.41114538
04/09/2018 23:00:00,Apr-09,32733,9447,21412,28.9,44.1,-550.9,-5.510370631
04/10/2018 00:00:00,Apr-10,30504,9137,21412,30.0,42.7,-310.4,-3.285352892
04/10/2018 01:00:00,Apr-10,29421,9023,21412,30.7,42.1,-113.1,-1.238284068
04/10/2018 02:00:00,Apr-10,28731,8184,21412,28.5,38.2,-839.9,-9.307685997
04/10/2018 03:00:00,Apr-10,28289,6837,21412,24.2,31.9,-1346.4,-16.45304015
04/10/2018 04:00:00,Apr-10,28562,5776,21412,20.2,27.0,-1060.9,-15.5171425
04/10/2018 05:00:00,Apr-10,29795,5480,21412,18.4,25.6,-296.1,-5.125463645
04/10/2018 06:00:00,Apr-10,32893,4531,21412,13.8,21.2,-949.3,-17.32230166
04/10/2018 07:00:00,Apr-10,36763,4434,21412,12.1,20.7,-97.3,-2.14702138
04/10/2018 08:00:00,Apr-10,36312,4096,21412,11.3,19.1,-337.5,-7.61146944
04/10/2018 09:00:00,Apr-10,36001,2717,21412,7.5,12.7,-1378.7,-33.65879561
04/10/2018 10:00:00,Apr-10,35966,3022,21412,8.4,14.1,304.4,11.20210024
04/10/2018 11:00:00,Apr-10,35961,3707,21412,10.3,17.3,684.7,22.65955379
04/10/2018 12:00:00,Apr-10,35768,4025,21412,11.3,18.8,318.0,8.578820588
04/10/2018 13:00:00,Apr-10,35945,3711,21412,10.3,17.3,-313.3,-7.784879755
04/10/2018 14:00:00,Apr-10,36264,4376,21412,12.1,20.4,664.7,17.91071208
04/10/2018 15:00:00,Apr-10,36486,5027,21412,13.8,23.5,650.8,14.87198359
04/10/2018 16:00:00,Apr-10,37460,5332,21412,14.2,24.9,304.9,6.065717247
04/10/2018 17:00:00,Apr-10,38061,5909,21412,15.5,27.6,577.3,10.82720847
04/10/2018 18:00:00,Apr-10,38315,5609,21412,14.6,26.2,-300.4,-5.083437467
04/10/2018 19:00:00,Apr-10,37953,5462,21412,14.4,25.5,-146.6,-2.613172241
04/10/2018 20:00:00,Apr-10,38296,5586,21412,14.6,26.1,124.3,2.274935375
04/10/2018 21:00:00,Apr-10,38608,7832,21412,20.3,36.6,2246.3,40.21137267
04/10/2018 22:00:00,Apr-10,36189,10153,21412,28.1,47.4,2320.2,29.62210791
04/10/2018 23:00:00,Apr-10,33060,11197,21412,33.9,52.3,1044.7,10.28975467
04/11/2018 00:00:00,Apr-11,30654,11122,21412,36.3,51.9,-75.2,-0.671642683
04/11/2018 01:00:00,Apr-11,29252,11339,21412,38.8,53.0,216.9,1.950477722
04/11/2018 02:00:00,Apr-11,28476,11182,21412,39.3,52.2,-157.1,-1.385714152
04/11/2018 03:00:00,Apr-11,28217,11253,21412,39.9,52.6,70.7,0.631922363
04/11/2018 04:00:00,Apr-11,28545,11263,21412,39.5,52.6,10.1,0.089614755
04/11/2018 05:00:00,Apr-11,29596,11587,21412,39.2,54.1,324.4,2.88059064
04/11/2018 06:00:00,Apr-11,32822,11690,21412,35.6,54.6,102.8,0.887486094
04/11/2018 07:00:00,Apr-11,36189,11858,21412,32.8,55.4,168.0,1.436731726
04/11/2018 08:00:00,Apr-11,35802,11535,21412,32.2,53.9,-323.2,-2.725908022
04/11/2018 09:00:00,Apr-11,35818,10827,21412,30.2,50.6,-707.7,-6.135422508
04/11/2018 10:00:00,Apr-11,36056,11424,21412,31.7,53.4,597.4,5.51799039
04/11/2018 11:00:00,Apr-11,36399,11907,21412,32.7,55.6,482.6,4.224146236
04/11/2018 12:00:00,Apr-11,36783,11809,21412,32.1,55.2,-97.5,-0.819167665
04/11/2018 13:00:00,Apr-11,37461,11957,21412,31.9,55.8,147.7,1.250762537
04/11/2018 14:00:00,Apr-11,38444,11862,21412,30.9,55.4,-95.4,-0.797779113
04/11/2018 15:00:00,Apr-11,39230,12359,21412,31.5,57.7,497.3,4.192596428
04/11/2018 16:00:00,Apr-11,40337,13071,21412,32.4,61.0,711.8,5.759261094
04/11/2018 17:00:00,Apr-11,41081,13450,21412,32.7,62.8,379.4,2.902590746
04/11/2018 18:00:00,Apr-11,41134,13636,21412,33.1,63.7,185.3,1.377667808
04/11/2018 19:00:00,Apr-11,40480,13681,21412,33.8,63.9,45.7,0.335011458
04/11/2018 20:00:00,Apr-11,40335,13985,21412,34.7,65.3,304.2,2.223378098
04/11/2018 21:00:00,Apr-11,40538,14433,21412,35.6,67.4,447.2,3.19728227
04/11/2018 22:00:00,Apr-11,38416,14241,21412,37.1,66.5,-191.2,-1.324613366
04/11/2018 23:00:00,Apr-11,34986,14103,21412,40.3,65.9,-138.5,-0.972462129
04/12/2018 00:00:00,Apr-12,32077,13732,21412,42.8,64.1,-370.8,-2.629542037
04/12/2018 01:00:00,Apr-12,30273,13592,21412,44.9,63.5,-140.4,-1.022263988
04/12/2018 02:00:00,Apr-12,29324,13134,21412,44.8,61.3,-457.7,-3.367652485
04/12/2018 03:00:00,Apr-12,28620,12959,21412,45.3,60.5,-175.4,-1.335263662
04/12/2018 04:00:00,Apr-12,28592,12811,21412,44.8,59.8,-147.5,-1.138158152
04/12/2018 05:00:00,Apr-12,29723,13446,21412,45.2,62.8,634.8,4.954946302
04/12/2018 06:00:00,Apr-12,32336,13922,21412,43.1,65.0,476.4,3.543428497
04/12/2018 07:00:00,Apr-12,35535,13735,21412,38.7,64.1,-187.7,-1.34784455
04/12/2018 08:00:00,Apr-12,35417,13248,21412,37.4,61.9,-487.0,-3.545790476
04/12/2018 09:00:00,Apr-12,36457,13450,21412,36.9,62.8,202.3,1.527154675
04/12/2018 10:00:00,Apr-12,37662,13646,21412,36.2,63.7,196.0,1.457533507
04/12/2018 11:00:00,Apr-12,38742,13575,21412,35.0,63.4,-71.3,-0.522237364
04/12/2018 12:00:00,Apr-12,39832,13329,21412,33.5,62.2,-245.9,-1.811143382
04/12/2018 13:00:00,Apr-12,41175,13158,21412,32.0,61.5,-171.1,-1.283666245
04/12/2018 14:00:00,Apr-12,42725,13303,21412,31.1,62.1,145.4,1.104902093
04/12/2018 15:00:00,Apr-12,44111,13475,21412,30.5,62.9,172.1,1.293422584
04/12/2018 16:00:00,Apr-12,45661,14575,21412,31.9,68.1,1099.5,8.159561604
04/12/2018 17:00:00,Apr-12,46390,14961,21412,32.3,69.9,386.3,2.650575883
04/12/2018 18:00:00,Apr-12,45927,15169,21412,33.0,70.8,208.4,1.39278617
04/12/2018 19:00:00,Apr-12,44983,15534,21412,34.5,72.5,364.4,2.401984301
04/12/2018 20:00:00,Apr-12,44691,15855,21412,35.5,74.0,321.6,2.070185133
04/12/2018 21:00:00,Apr-12,44701,15754,21412,35.2,73.6,-101.8,-0.641872212
04/12/2018 22:00:00,Apr-12,42275,15857,21412,37.5,74.1,103.1,0.654573397
04/12/2018 23:00:00,Apr-12,38775,15694,21412,40.5,73.3,-162.7,-1.025784917
04/13/2018 00:00:00,Apr-13,35909,15830,21412,44.1,73.9,136.2,0.868017335
04/13/2018 01:00:00,Apr-13,33782,15197,21412,45.0,71.0,-633.7,-4.003310496
04/13/2018 02:00:00,Apr-13,32691,15115,21412,46.2,70.6,-81.3,-0.535211941
04/13/2018 03:00:00,Apr-13,31880,14931,21412,46.8,69.7,-184.4,-1.220026378
04/13/2018 04:00:00,Apr-13,31806,14833,21412,46.6,69.3,-98.0,-0.656555383
04/13/2018 05:00:00,Apr-13,32882,14742,21412,44.8,68.8,-90.9,-0.612924991
04/13/2018 06:00:00,Apr-13,35363,14682,21412,41.5,68.6,-60.1,-0.407976782
04/13/2018 07:00:00,Apr-13,38795,14230,21412,36.7,66.5,-451.3,-3.073880256
04/13/2018 08:00:00,Apr-13,38701,13611,21412,35.2,63.6,-619.8,-4.355526087
04/13/2018 09:00:00,Apr-13,39733,13093,21412,33.0,61.2,-517.2,-3.799844547
04/13/2018 10:00:00,Apr-13,40742,13583,21412,33.3,63.4,489.8,3.740422209
04/13/2018 11:00:00,Apr-13,41770,14040,21412,33.6,65.6,456.7,3.362044273
04/13/2018 12:00:00,Apr-13,42512,13500,21412,31.8,63.0,-540.4,-3.848868146
04/13/2018 13:00:00,Apr-13,43524,13410,21412,30.8,62.6,-89.5,-0.663088027
04/13/2018 14:00:00,Apr-13,44934,12752,21412,28.4,59.6,-658.4,-4.909494298
04/13/2018 15:00:00,Apr-13,46051,12657,21412,27.5,59.1,-94.5,-0.740897424
04/13/2018 16:00:00,Apr-13,46950,12517,21412,26.7,58.5,-139.9,-1.10505925
04/13/2018 17:00:00,Apr-13,46986,12323,21412,26.2,57.6,-194.7,-1.555262454
04/13/2018 18:00:00,Apr-13,46050,12372,21412,26.9,57.8,49.1,0.398260978
04/13/2018 19:00:00,Apr-13,44912,14006,21412,31.2,65.4,1634.0,13.20791787
04/13/2018 20:00:00,Apr-13,44477,14464,21412,32.5,67.6,458.2,3.271546192
04/13/2018 21:00:00,Apr-13,43940,14876,21412,33.9,69.5,412.1,2.849124918
04/13/2018 22:00:00,Apr-13,41968,15504,21412,36.9,72.4,627.5,4.218088815
04/13/2018 23:00:00,Apr-13,38747,15004,21412,38.7,70.1,-499.2,-3.220022369
04/14/2018 00:00:00,Apr-14,35624,14353,21412,40.3,67.0,-651.6,-4.343070601
04/14/2018 01:00:00,Apr-14,32634,13600,21412,41.7,63.5,-752.4,-5.242258704
04/14/2018 02:00:00,Apr-14,30622,13473,21412,44.0,62.9,-126.9,-0.933332318
04/14/2018 03:00:00,Apr-14,29168,12839,21412,44.0,60.0,-634.2,-4.707170046
04/14/2018 04:00:00,Apr-14,28352,12957,21412,45.7,60.5,118.2,0.920375473
04/14/2018 05:00:00,Apr-14,28306,12673,21412,44.8,59.2,-284.2,-2.193409574
04/14/2018 06:00:00,Apr-14,29004,13234,21412,45.6,61.8,560.5,4.422680667
04/14/2018 07:00:00,Apr-14,30183,12770,21412,42.3,59.6,-463.9,-3.505751278
04/14/2018 08:00:00,Apr-14,31432,11571,21412,36.8,54.0,-1198.4,-9.384654787
04/14/2018 09:00:00,Apr-14,33243,12419,21412,37.4,58.0,847.5,7.323934747
04/14/2018 10:00:00,Apr-14,34536,13746,21412,39.8,64.2,1327.1,10.68590302
04/14/2018 11:00:00,Apr-14,35147,13678,21412,38.9,63.9,-67.9,-0.494264778
04/14/2018 12:00:00,Apr-14,34948,13329,21412,38.1,62.3,-348.7,-2.549577923
04/14/2018 13:00:00,Apr-14,34494,13526,21412,39.2,63.2,197.4,1.480739926
04/14/2018 14:00:00,Apr-14,34033,13650,21412,40.1,63.7,123.2,0.911047236
04/14/2018 15:00:00,Apr-14,33750,13581,21412,40.2,63.4,-68.2,-0.499789551
04/14/2018 16:00:00,Apr-14,33645,13301,21412,39.5,62.1,-280.5,-2.065004696
04/14/2018 17:00:00,Apr-14,33370,13081,21412,39.2,61.1,-219.5,-1.6503751
04/14/2018 18:00:00,Apr-14,33848,13525,21412,40.0,63.2,443.3,3.389015914
04/14/2018 19:00:00,Apr-14,33797,13152,21412,38.9,61.4,-372.5,-2.754561814
04/14/2018 20:00:00,Apr-14,34538,11565,21412,33.5,54.0,-1587.6,-12.07054385
04/14/2018 21:00:00,Apr-14,34944,8367,21412,23.9,39.1,-3198.2,-27.6547966
04/14/2018 22:00:00,Apr-14,34133,7194,21412,21.1,33.6,-1173.0,-14.02034218
04/14/2018 23:00:00,Apr-14,32505,7226,21412,22.2,33.7,32.5,0.451714633
04/15/2018 00:00:00,Apr-15,30961,6518,21412,21.1,30.4,-708.0,-9.798269569
04/15/2018 01:00:00,Apr-15,29807,5516,21412,18.5,25.8,-1001.8,-15.36910437
04/15/2018 02:00:00,Apr-15,29344,4990,21412,17.0,23.3,-526.2,-9.539169377
04/15/2018 03:00:00,Apr-15,28982,4114,21412,14.2,19.2,-876.1,-17.55740384
04/15/2018 04:00:00,Apr-15,29156,4150,21412,14.2,19.4,36.3,0.88299757
04/15/2018 05:00:00,Apr-15,29693,3482,21412,11.7,16.3,-668.3,-16.10310773
04/15/2018 06:00:00,Apr-15,30651,3487,21412,11.4,16.3,5.3,0.152153395
04/15/2018 07:00:00,Apr-15,31904,3702,21412,11.6,17.3,215.0,6.166628733
04/15/2018 08:00:00,Apr-15,33357,4270,21412,12.8,19.9,568.1,15.34527385
04/15/2018 09:00:00,Apr-15,34600,3522,21412,10.2,16.4,-748.4,-17.52579229
04/15/2018 10:00:00,Apr-15,34924,3440,21412,9.8,16.1,-82.1,-2.330834688
04/15/2018 11:00:00,Apr-15,34752,2891,21412,8.3,13.5,-548.6,-15.94764631
04/15/2018 12:00:00,Apr-15,34442,2033,21412,5.9,9.5,-858.3,-29.68438773
04/15/2018 13:00:00,Apr-15,34102,1533,21412,4.5,7.2,-500.2,-24.60323808
04/15/2018 14:00:00,Apr-15,33688,1479,21412,4.4,6.9,-53.6,-3.498532453
04/15/2018 15:00:00,Apr-15,33795,1242,21412,3.7,5.8,-237.5,-16.0561615
04/15/2018 16:00:00,Apr-15,34016,1168,21412,3.4,5.5,-74.0,-5.962666363
